L,K,P,G,Z,S,E,X,R,I,V,A,W,F,Y,M,C,T,N,U,D,H,Q,ID,Label,IsDNA,IsRNA
34,14,34,19,0,56,31,0,19,8,18,36,2,15,8,8,8,25,10,0,20,5,10,216,DNA,IsDNA,NotRNA
13,13,3,12,0,15,6,0,7,10,7,14,4,5,7,4,1,13,6,0,9,4,4,217,DNA,IsDNA,NotRNA
135,93,71,88,0,72,123,0,79,91,109,104,10,63,48,37,15,78,45,0,96,46,41,218,DNA,IsDNA,NotRNA
28,23,20,34,0,37,19,0,23,14,20,25,4,14,11,11,14,19,11,0,26,11,26,219,DNA,IsDNA,NotRNA
67,34,119,65,0,93,51,0,49,41,52,70,4,22,29,15,16,47,30,0,35,29,57,220,DNA,IsDNA,NotRNA
20,6,8,9,0,7,15,0,20,5,10,16,4,2,5,4,1,7,2,0,10,4,8,221,DNA,IsDNA,NotRNA
46,25,60,30,0,71,37,0,38,38,29,29,6,23,23,24,16,51,29,0,35,19,51,222,DNA,IsDNA,NotRNA
76,37,25,39,0,36,64,0,56,51,43,67,7,26,25,18,2,32,29,0,44,14,33,223,DNA,IsDNA,NotRNA
23,12,13,15,0,21,20,0,15,21,7,15,0,7,11,9,1,14,10,0,8,7,14,224,DNA,IsDNA,NotRNA
15,5,5,8,0,8,13,0,11,7,6,10,0,3,3,3,4,7,8,0,7,5,7,225,DNA,IsDNA,NotRNA
5,11,5,6,0,6,10,0,6,3,9,14,0,4,0,2,0,6,3,0,3,0,1,226,DNA,IsDNA,NotRNA
16,12,5,8,0,7,9,0,7,13,8,8,1,2,3,8,2,10,8,0,13,3,6,227,DNA,IsDNA,NotRNA
31,23,10,15,0,17,31,0,35,20,21,32,2,5,10,5,6,10,7,0,13,2,5,228,DNA,IsDNA,NotRNA
5,12,3,7,0,4,7,0,4,5,7,14,0,4,0,1,0,3,5,0,5,0,4,229,DNA,IsDNA,NotRNA
25,25,70,30,0,51,31,0,21,13,21,36,5,11,19,11,2,34,16,0,22,21,45,230,DNA,IsDNA,NotRNA
24,19,4,15,0,13,16,0,15,16,18,11,7,12,5,6,0,9,21,0,18,7,11,231,DNA,IsDNA,NotRNA
32,10,10,16,0,20,19,0,20,22,15,29,2,9,8,3,3,14,22,0,15,7,10,232,DNA,IsDNA,NotRNA
125,98,88,51,0,68,58,0,37,72,74,65,22,32,48,17,7,81,56,0,47,29,68,233,DNA,IsDNA,NotRNA
32,52,10,14,0,31,28,0,10,36,18,12,4,23,19,7,4,18,44,0,17,4,12,234,DNA,IsDNA,NotRNA
20,15,13,65,0,28,13,0,19,13,10,56,5,6,15,9,6,23,24,0,14,13,22,235,DNA,IsDNA,NotRNA
36,24,46,27,0,47,28,0,18,14,31,21,8,18,16,11,14,20,26,0,16,23,21,236,DNA,IsDNA,NotRNA
38,12,23,23,0,26,19,0,27,10,19,34,10,11,9,5,8,14,5,0,14,13,25,237,DNA,IsDNA,NotRNA
65,27,60,48,0,69,24,0,30,16,23,44,4,33,14,6,22,35,9,0,33,9,26,238,DNA,IsDNA,NotRNA
124,24,69,70,0,50,55,0,66,26,66,95,21,27,19,16,12,57,20,0,63,31,33,239,DNA,IsDNA,NotRNA
6,20,6,7,0,13,7,0,8,7,8,14,0,2,5,3,0,8,3,0,3,3,3,240,DNA,IsDNA,NotRNA
6,21,6,7,0,14,7,0,7,7,8,12,0,2,5,3,0,9,3,0,3,3,3,241,DNA,IsDNA,NotRNA
6,20,6,7,0,15,7,0,8,8,7,12,0,2,5,3,0,8,3,0,3,3,3,242,DNA,IsDNA,NotRNA
6,19,6,7,0,15,7,0,9,7,8,11,0,2,5,3,0,9,3,0,3,3,3,243,DNA,IsDNA,NotRNA
6,20,3,6,0,18,8,0,8,9,9,10,0,3,5,3,0,10,1,0,2,3,3,244,DNA,IsDNA,NotRNA
33,6,20,22,0,21,27,0,31,13,27,34,5,17,10,8,2,16,17,0,12,3,15,245,DNA,IsDNA,NotRNA
10,7,3,5,0,9,14,0,6,10,10,6,0,5,5,7,1,4,9,0,7,0,9,246,DNA,IsDNA,NotRNA
7,19,6,7,0,21,9,0,8,6,8,3,2,2,2,5,0,2,2,0,11,0,7,247,DNA,IsDNA,NotRNA
9,12,4,4,0,7,9,0,11,5,8,6,4,7,7,5,0,8,7,0,6,3,3,248,DNA,IsDNA,NotRNA
37,25,35,16,0,63,37,0,26,13,24,27,2,13,12,4,10,17,18,0,27,9,24,249,DNA,IsDNA,NotRNA
47,20,48,27,0,40,21,0,27,7,22,42,9,18,4,11,9,19,13,0,12,17,18,250,DNA,IsDNA,NotRNA
6,21,4,5,0,12,6,0,7,9,6,14,0,2,5,3,0,10,4,0,3,3,3,251,DNA,IsDNA,NotRNA
33,29,13,13,0,30,15,0,33,19,20,17,6,10,11,8,3,13,21,0,19,5,11,252,DNA,IsDNA,NotRNA
43,54,27,54,0,37,39,0,24,27,37,42,4,10,5,6,11,33,24,0,36,11,23,253,DNA,IsDNA,NotRNA
33,28,28,43,0,53,25,0,31,5,17,35,2,17,12,4,19,17,2,0,15,21,16,254,DNA,IsDNA,NotRNA
38,32,33,37,0,47,33,0,30,21,35,33,6,19,19,15,13,35,22,0,24,9,25,255,DNA,IsDNA,NotRNA
87,94,57,96,0,41,96,0,56,99,58,53,32,28,39,26,13,54,40,0,41,25,66,256,DNA,IsDNA,NotRNA
82,32,133,61,0,113,49,0,47,26,55,68,6,19,30,9,21,56,25,0,38,35,38,257,DNA,IsDNA,NotRNA
25,10,7,13,0,9,29,0,23,12,32,21,1,9,4,3,0,8,7,0,15,0,6,258,DNA,IsDNA,NotRNA
19,28,32,13,0,36,28,0,19,20,24,16,8,7,7,10,4,22,18,0,19,7,12,259,DNA,IsDNA,NotRNA
38,16,16,20,0,17,36,0,23,24,30,23,1,4,5,5,4,19,9,0,21,8,10,260,DNA,IsDNA,NotRNA
14,19,26,7,0,41,15,0,13,15,23,24,2,6,3,5,2,11,9,0,18,1,8,261,DNA,IsDNA,NotRNA
6,4,1,3,0,5,9,0,6,3,6,9,0,4,1,1,0,5,6,0,3,0,1,262,DNA,IsDNA,NotRNA
77,90,90,66,0,104,63,0,48,22,54,69,3,34,27,22,33,62,46,0,55,36,47,263,DNA,IsDNA,NotRNA
53,31,12,15,0,39,25,0,26,30,17,18,5,23,7,10,8,18,33,0,16,4,9,264,DNA,IsDNA,NotRNA
8,8,2,4,0,2,4,0,6,4,3,8,1,2,1,3,1,6,1,0,1,0,6,265,DNA,IsDNA,NotRNA
16,18,4,6,0,12,12,0,12,17,16,10,0,9,6,2,1,11,9,0,11,6,12,266,DNA,IsDNA,NotRNA
31,31,14,18,0,31,31,0,21,29,22,16,7,23,18,11,6,21,21,0,26,10,13,267,DNA,IsDNA,NotRNA
16,12,0,15,0,11,11,0,20,15,14,16,0,5,2,5,0,12,3,0,16,2,10,268,DNA,IsDNA,NotRNA
34,9,54,31,0,58,15,0,32,12,22,39,3,14,15,13,3,33,15,0,18,12,19,269,DNA,IsDNA,NotRNA
19,18,12,19,0,11,23,0,14,24,20,18,4,5,9,4,0,7,5,0,13,2,2,270,DNA,IsDNA,NotRNA
38,20,17,23,0,16,23,0,32,22,24,31,4,13,5,10,6,17,8,0,20,9,13,271,DNA,IsDNA,NotRNA
55,49,22,32,0,41,57,0,42,35,32,57,10,30,22,16,2,21,35,0,49,11,22,272,DNA,IsDNA,NotRNA
24,11,15,27,0,23,14,0,20,12,25,19,2,11,9,7,2,11,8,0,21,8,9,273,DNA,IsDNA,NotRNA
14,14,0,15,0,14,9,0,17,14,15,15,1,5,2,8,0,8,6,0,15,1,10,274,DNA,IsDNA,NotRNA
62,38,40,37,0,31,44,0,51,36,45,67,8,22,16,8,12,28,18,0,40,17,33,275,DNA,IsDNA,NotRNA
100,63,38,45,0,35,90,0,55,48,63,81,5,33,28,22,2,41,25,0,49,17,38,276,DNA,IsDNA,NotRNA
52,25,30,28,0,37,26,0,29,27,26,35,3,13,13,16,13,20,17,0,28,12,24,277,DNA,IsDNA,NotRNA
5,7,6,8,0,6,11,0,8,6,8,5,2,1,9,5,1,5,2,0,4,4,5,278,DNA,IsDNA,NotRNA
79,32,32,51,0,20,57,0,51,17,42,58,7,14,18,9,1,21,8,0,31,12,15,279,DNA,IsDNA,NotRNA
16,2,4,3,0,8,10,0,12,4,5,12,0,2,1,3,0,4,3,0,4,5,10,280,DNA,IsDNA,NotRNA
43,18,62,40,0,56,22,0,31,6,17,39,4,15,12,8,12,30,12,0,21,21,14,281,DNA,IsDNA,NotRNA
28,7,8,5,0,12,13,0,11,10,9,14,3,3,6,4,0,10,4,0,18,8,4,282,DNA,IsDNA,NotRNA
31,25,8,13,0,30,25,0,15,25,23,7,4,10,5,7,3,7,21,0,17,10,3,283,DNA,IsDNA,NotRNA
25,18,5,9,0,17,16,0,7,10,4,9,3,9,9,6,0,11,1,0,11,4,8,284,DNA,IsDNA,NotRNA
91,23,36,75,0,27,46,0,50,16,56,94,6,20,14,16,1,44,18,0,36,18,28,285,DNA,IsDNA,NotRNA
6,20,5,4,0,18,8,0,6,8,5,18,0,2,5,2,0,12,3,0,3,2,4,286,DNA,IsDNA,NotRNA
27,14,25,15,0,23,22,0,14,9,13,27,0,9,6,12,2,17,22,0,5,6,19,287,DNA,IsDNA,NotRNA
47,43,40,16,0,47,51,0,38,22,25,32,4,19,17,8,8,26,21,0,26,16,15,288,DNA,IsDNA,NotRNA
34,19,36,27,0,55,22,0,15,16,23,26,8,11,15,13,5,27,27,0,16,20,17,289,DNA,IsDNA,NotRNA
30,15,21,19,0,35,20,0,21,6,7,40,4,7,8,4,3,14,14,0,8,15,16,290,DNA,IsDNA,NotRNA
15,13,41,247,0,29,27,0,50,9,17,101,3,12,5,5,6,12,7,0,23,7,12,291,DNA,IsDNA,NotRNA
86,44,42,50,0,46,57,0,53,43,44,68,6,17,15,30,2,32,25,0,48,17,27,292,DNA,IsDNA,NotRNA
11,11,5,4,0,22,14,0,14,6,3,14,0,3,4,3,0,5,7,0,15,6,13,293,DNA,IsDNA,NotRNA
46,19,46,18,0,43,42,0,42,23,21,17,8,11,13,16,3,23,23,0,22,26,23,294,DNA,IsDNA,NotRNA
22,21,18,56,0,41,21,0,19,12,27,26,6,22,8,17,7,15,26,0,21,5,24,295,DNA,IsDNA,NotRNA
27,23,20,6,0,31,24,0,13,9,21,19,1,11,4,5,0,20,13,0,22,4,8,296,DNA,IsDNA,NotRNA
142,109,94,53,0,91,90,0,96,110,78,86,11,64,67,29,20,116,89,0,90,45,67,297,DNA,IsDNA,NotRNA
9,13,3,6,0,7,7,0,10,7,9,3,1,7,3,1,1,3,9,0,5,2,2,298,DNA,IsDNA,NotRNA
27,52,32,63,0,46,30,0,30,17,45,61,8,19,5,10,0,29,35,0,32,13,22,299,DNA,IsDNA,NotRNA
25,47,34,63,0,53,28,0,30,23,46,59,7,14,6,8,0,24,37,0,45,11,22,300,DNA,IsDNA,NotRNA
17,11,5,14,0,8,5,0,10,7,6,19,0,1,3,1,0,5,8,0,3,3,6,301,DNA,IsDNA,NotRNA
17,11,5,14,0,8,5,0,10,7,6,19,0,1,3,1,0,5,8,0,3,3,6,302,DNA,IsDNA,NotRNA
48,25,85,50,0,120,31,0,55,19,37,90,8,30,12,26,5,59,49,0,47,19,61,303,DNA,IsDNA,NotRNA
8,11,1,17,0,2,4,0,14,6,9,7,0,2,4,2,0,7,2,0,3,2,2,304,DNA,IsDNA,NotRNA
16,14,5,13,0,5,6,0,12,6,8,18,0,1,3,1,0,4,6,0,3,3,5,305,DNA,IsDNA,NotRNA
16,13,5,14,0,5,7,0,13,6,8,16,0,1,3,1,0,5,6,0,2,4,5,306,DNA,IsDNA,NotRNA
16,13,5,14,0,7,7,0,12,5,9,16,0,1,3,1,0,6,6,0,2,2,5,307,DNA,IsDNA,NotRNA
43,25,14,12,0,36,24,0,25,21,19,19,5,23,9,9,6,16,16,0,14,9,15,308,DNA,IsDNA,NotRNA
208,152,89,68,0,186,145,0,79,154,111,64,13,69,45,41,19,96,151,0,107,42,77,309,DNA,IsDNA,NotRNA
33,29,10,8,0,6,33,0,13,12,23,24,4,11,9,6,1,10,9,0,14,3,6,310,DNA,IsDNA,NotRNA
16,25,12,7,0,21,21,0,6,17,6,12,4,6,5,6,5,14,6,0,10,6,8,311,DNA,IsDNA,NotRNA
62,67,20,33,0,59,39,0,24,42,34,32,8,28,19,10,17,32,27,0,44,12,23,312,DNA,IsDNA,NotRNA
58,56,18,61,0,29,49,0,32,36,43,48,5,24,20,16,0,47,35,0,43,11,16,313,DNA,IsDNA,NotRNA
32,29,11,17,0,30,27,0,24,23,19,23,1,12,3,7,1,16,14,0,21,4,19,314,DNA,IsDNA,NotRNA
24,18,5,17,0,11,15,0,13,22,14,11,1,10,9,4,1,10,16,0,15,2,6,315,DNA,IsDNA,NotRNA
28,32,5,12,0,21,17,0,7,19,15,19,0,12,7,9,3,14,13,0,14,2,9,316,DNA,IsDNA,NotRNA
14,19,4,8,0,6,15,0,7,5,4,10,3,1,3,2,0,9,3,0,5,2,4,317,DNA,IsDNA,NotRNA
42,26,29,42,0,49,15,0,14,26,38,53,1,6,5,11,7,46,16,0,20,20,115,318,DNA,IsDNA,NotRNA
48,23,21,23,0,24,31,0,36,23,30,50,5,21,11,8,3,25,29,0,24,9,23,319,DNA,IsDNA,NotRNA
41,27,25,24,0,27,26,0,36,28,20,35,8,10,13,14,4,17,19,0,14,19,13,320,DNA,IsDNA,NotRNA
75,39,29,34,0,54,27,0,21,40,46,24,7,26,24,12,16,42,26,0,40,19,33,321,DNA,IsDNA,NotRNA
11,1,4,8,0,3,8,0,8,4,13,7,3,4,1,4,0,6,4,0,3,0,2,322,DNA,IsDNA,NotRNA
18,17,16,20,0,35,19,0,20,7,20,25,4,11,6,5,3,12,8,0,15,3,4,323,DNA,IsDNA,NotRNA
18,22,6,13,0,17,38,0,7,18,20,13,4,6,4,2,2,25,36,0,23,1,11,324,DNA,IsDNA,NotRNA
31,14,19,14,0,14,28,0,24,18,10,23,6,10,12,17,1,14,4,0,16,10,14,325,DNA,IsDNA,NotRNA
70,60,25,41,0,50,68,0,51,67,62,63,4,30,29,18,1,47,40,0,59,11,27,326,DNA,IsDNA,NotRNA
36,13,9,22,0,24,16,0,35,17,24,34,7,8,7,12,4,16,18,0,22,7,12,327,DNA,IsDNA,NotRNA
28,51,13,26,0,43,38,0,12,29,28,18,3,23,15,11,5,28,28,0,20,14,12,328,DNA,IsDNA,NotRNA
32,33,18,20,0,28,26,0,20,16,34,15,7,7,8,10,7,10,11,0,15,17,22,329,DNA,IsDNA,NotRNA
57,63,47,77,0,68,77,0,90,22,41,29,16,28,32,12,40,48,27,0,29,43,48,330,DNA,IsDNA,NotRNA
41,2,30,39,0,32,24,0,45,10,33,56,4,10,10,4,4,23,0,0,18,8,12,331,DNA,IsDNA,NotRNA
55,27,45,44,0,40,33,0,32,16,41,38,8,25,9,6,8,24,15,0,24,8,24,332,DNA,IsDNA,NotRNA
99,15,55,58,0,23,46,0,54,16,48,104,10,14,15,10,3,35,19,0,38,25,18,333,DNA,IsDNA,NotRNA
12,9,5,5,0,13,11,0,10,7,2,3,2,5,7,5,0,8,7,0,4,6,6,334,DNA,IsDNA,NotRNA
6,19,5,4,0,19,8,0,6,8,7,17,0,2,5,2,0,11,3,0,3,2,4,335,DNA,IsDNA,NotRNA
20,8,7,9,0,19,11,0,21,7,18,36,2,6,5,9,0,11,7,0,15,2,7,336,DNA,IsDNA,NotRNA
35,46,12,19,0,22,46,0,26,16,22,18,3,8,15,10,3,19,28,0,27,7,18,337,DNA,IsDNA,NotRNA
37,19,36,24,0,33,29,0,22,19,27,20,9,15,13,10,15,23,25,0,14,15,20,338,DNA,IsDNA,NotRNA
54,45,12,25,0,41,16,0,15,41,26,12,5,27,12,7,7,20,36,0,18,6,8,339,DNA,IsDNA,NotRNA
36,48,18,34,0,31,22,0,12,22,24,40,1,11,7,5,3,17,15,0,13,6,7,340,DNA,IsDNA,NotRNA
8,12,13,25,0,21,27,0,7,8,9,24,1,6,7,7,3,6,9,0,7,3,16,341,DNA,IsDNA,NotRNA
44,52,9,16,0,46,22,0,21,23,35,44,3,22,24,2,1,33,25,0,33,13,27,342,DNA,IsDNA,NotRNA
21,17,24,8,0,42,15,0,6,5,13,13,11,8,9,12,9,21,27,0,10,4,30,343,DNA,IsDNA,NotRNA
21,18,7,17,0,14,18,0,11,22,12,10,1,11,14,8,4,16,11,0,9,3,5,344,DNA,IsDNA,NotRNA
39,30,21,25,0,48,30,0,20,28,22,27,3,16,6,8,7,29,32,0,23,6,26,345,DNA,IsDNA,NotRNA
16,20,11,11,0,13,10,0,10,17,14,18,0,12,7,6,3,8,7,0,8,2,7,346,DNA,IsDNA,NotRNA
24,14,24,18,0,11,20,0,13,10,18,20,5,12,9,1,0,12,9,0,9,8,10,347,DNA,IsDNA,NotRNA
29,42,16,27,0,22,28,0,16,40,32,27,6,25,19,7,5,32,19,0,28,9,10,348,DNA,IsDNA,NotRNA
16,14,31,17,0,44,12,0,12,6,10,29,3,6,19,6,2,15,11,0,6,12,18,349,DNA,IsDNA,NotRNA
7,8,5,8,0,5,10,0,8,5,4,7,0,3,3,3,0,6,2,0,3,4,3,350,DNA,IsDNA,NotRNA
30,22,35,17,0,37,40,0,16,9,9,26,2,15,9,11,6,15,15,0,17,14,12,351,DNA,IsDNA,NotRNA
7,4,4,8,0,10,6,0,6,8,10,6,1,3,0,3,4,5,3,0,2,7,7,352,DNA,IsDNA,NotRNA
31,6,10,15,0,8,17,0,22,14,16,21,2,8,4,4,0,11,5,0,15,7,9,353,DNA,IsDNA,NotRNA
43,37,21,24,0,28,36,0,26,23,26,27,6,19,11,13,19,25,12,0,29,17,19,354,DNA,IsDNA,NotRNA
35,18,25,22,0,13,37,0,31,8,38,31,8,16,13,6,5,15,5,0,22,5,13,355,DNA,IsDNA,NotRNA
36,25,48,22,0,52,25,0,18,16,31,22,8,20,14,12,12,19,26,0,17,21,21,356,DNA,IsDNA,NotRNA
46,8,23,32,0,7,30,0,29,6,16,36,5,6,7,4,0,11,0,0,9,6,4,357,DNA,IsDNA,NotRNA
10,13,25,22,0,21,9,0,9,10,12,10,1,5,4,2,3,19,15,0,8,5,8,358,DNA,IsDNA,NotRNA
20,18,9,9,0,9,5,0,9,18,5,10,0,5,10,1,0,7,8,0,16,2,9,359,DNA,IsDNA,NotRNA
33,21,48,36,0,52,30,0,34,20,23,24,4,12,16,11,7,36,14,0,18,14,26,360,DNA,IsDNA,NotRNA
32,31,10,10,0,16,19,0,13,23,16,15,4,10,9,5,2,22,20,0,18,9,9,361,DNA,IsDNA,NotRNA
57,20,53,57,0,84,33,0,39,12,21,110,6,13,13,7,3,37,32,0,32,63,31,362,DNA,IsDNA,NotRNA
10,9,2,9,0,3,8,0,5,1,6,6,2,6,1,2,4,3,1,0,7,1,3,363,DNA,IsDNA,NotRNA
30,12,56,46,0,87,28,0,33,24,31,62,4,16,21,17,6,35,30,0,19,27,29,364,DNA,IsDNA,NotRNA
29,14,22,25,0,15,15,0,23,22,26,35,4,9,9,4,4,13,4,0,18,4,10,365,DNA,IsDNA,NotRNA
18,14,3,7,0,6,10,0,7,8,4,10,1,5,7,2,3,10,6,0,8,0,6,366,DNA,IsDNA,NotRNA
16,10,6,8,0,5,9,0,6,9,12,10,3,2,8,5,2,5,4,0,6,5,9,367,DNA,IsDNA,NotRNA
23,65,56,41,0,52,44,0,34,10,31,37,1,6,5,7,3,25,3,0,18,11,14,368,DNA,IsDNA,NotRNA
35,32,13,25,0,12,37,0,27,11,23,20,3,12,10,11,8,10,14,0,23,9,13,369,DNA,IsDNA,NotRNA
32,37,8,10,0,27,22,0,18,35,11,17,0,12,9,2,1,16,18,0,19,4,11,370,DNA,IsDNA,NotRNA
63,32,26,37,0,23,72,0,60,53,44,51,0,22,26,13,3,37,17,0,39,14,26,371,DNA,IsDNA,NotRNA
27,15,11,14,0,18,23,0,16,23,11,23,4,14,11,9,3,13,13,0,11,6,14,372,DNA,IsDNA,NotRNA
26,7,10,18,0,12,18,0,18,18,10,22,4,10,8,3,1,14,13,0,9,9,9,373,DNA,IsDNA,NotRNA
65,31,47,43,0,45,54,0,46,31,36,73,3,22,18,17,6,41,38,0,45,22,32,374,DNA,IsDNA,NotRNA
3,14,1,5,0,3,7,0,4,1,7,4,1,2,2,3,0,3,1,0,5,0,0,375,DNA,IsDNA,NotRNA
30,29,37,45,0,83,21,0,17,9,14,54,4,12,9,8,4,13,10,0,25,10,6,376,DNA,IsDNA,NotRNA
16,19,1,4,0,13,12,0,8,15,10,8,0,3,4,4,0,8,7,0,9,3,7,377,DNA,IsDNA,NotRNA
9,5,5,8,0,10,15,0,17,10,11,10,0,4,4,3,1,6,1,0,13,7,4,378,DNA,IsDNA,NotRNA
106,60,32,39,0,94,54,0,33,70,37,42,8,46,37,22,18,56,95,0,68,20,42,379,DNA,IsDNA,NotRNA
27,12,26,25,0,20,18,0,30,6,18,31,3,9,8,8,7,12,4,0,11,5,18,380,DNA,IsDNA,NotRNA
5,15,7,3,0,3,10,0,7,2,3,10,1,3,4,2,0,6,5,0,4,0,3,381,DNA,IsDNA,NotRNA
46,46,17,34,0,45,25,0,14,31,23,14,7,28,15,11,4,19,20,0,14,4,15,382,DNA,IsDNA,NotRNA
59,58,44,56,0,60,55,0,58,21,56,44,13,20,28,13,25,39,32,0,49,17,35,383,DNA,IsDNA,NotRNA
55,51,40,61,0,59,61,0,68,21,55,45,14,21,27,16,27,36,32,0,56,15,33,384,DNA,IsDNA,NotRNA
89,78,24,35,0,55,63,0,38,84,42,34,9,40,33,16,4,32,48,0,57,8,13,385,DNA,IsDNA,NotRNA
31,18,21,22,0,19,16,0,16,23,16,9,3,11,14,9,1,14,17,0,22,3,14,386,DNA,IsDNA,NotRNA
20,17,26,35,0,36,12,0,17,4,12,26,3,2,14,25,1,14,15,0,9,11,18,387,DNA,IsDNA,NotRNA
17,14,49,26,0,19,10,0,14,4,11,31,4,7,12,4,1,12,4,0,9,4,13,388,DNA,IsDNA,NotRNA
24,13,43,26,0,25,10,0,16,4,17,40,4,3,14,4,2,10,11,0,8,14,25,389,DNA,IsDNA,NotRNA
62,59,52,34,0,90,61,0,32,36,19,39,8,39,22,9,23,41,35,0,34,18,26,390,DNA,IsDNA,NotRNA
14,16,9,14,0,7,9,0,15,9,13,16,0,4,8,2,2,5,2,0,5,2,8,391,RNA,NotDNA,IsRNA
49,37,38,38,0,41,32,0,24,24,24,32,11,18,14,15,7,32,15,0,32,11,16,392,RNA,NotDNA,IsRNA
12,16,11,17,0,10,4,0,10,13,16,16,2,7,6,2,4,15,3,0,8,3,4,393,RNA,NotDNA,IsRNA
35,21,14,20,0,12,24,0,28,4,28,20,5,5,5,4,3,12,9,0,5,6,8,394,RNA,NotDNA,IsRNA
35,25,12,8,0,15,16,0,26,7,12,19,7,11,4,4,3,9,8,0,10,7,12,395,RNA,NotDNA,IsRNA
22,18,13,13,0,13,12,0,17,15,11,17,3,5,10,5,3,5,5,0,6,9,10,396,RNA,NotDNA,IsRNA
32,33,20,42,0,25,23,0,43,18,23,42,9,12,10,9,7,24,12,0,19,9,18,397,RNA,NotDNA,IsRNA
20,29,11,15,0,12,16,0,15,21,14,24,2,10,10,2,0,9,14,0,4,4,12,398,RNA,NotDNA,IsRNA
4,16,3,10,0,5,6,0,6,8,13,9,0,5,0,1,0,3,6,0,5,1,3,399,RNA,NotDNA,IsRNA
12,26,5,9,0,5,13,0,15,18,16,18,2,8,9,6,0,13,5,0,10,1,7,400,RNA,NotDNA,IsRNA
16,7,9,10,0,7,7,0,11,0,5,16,4,2,2,3,1,4,2,0,3,1,13,401,RNA,NotDNA,IsRNA
42,17,12,17,0,16,22,0,21,5,12,26,7,12,4,5,2,12,10,0,17,5,15,402,RNA,NotDNA,IsRNA
2,8,2,0,0,1,0,0,9,4,0,5,2,1,1,3,0,3,6,0,0,0,4,403,RNA,NotDNA,IsRNA
22,19,9,6,0,16,1,0,20,5,12,20,4,7,7,3,4,12,7,0,4,5,5,404,RNA,NotDNA,IsRNA
38,14,28,16,0,9,14,0,18,11,20,16,0,9,6,8,3,12,6,0,7,8,19,405,RNA,NotDNA,IsRNA
12,17,22,11,0,30,26,0,31,7,10,17,6,8,6,7,5,11,5,0,22,7,10,406,RNA,NotDNA,IsRNA
43,37,10,37,0,27,35,0,18,28,30,24,2,24,14,9,4,22,18,0,29,7,19,407,RNA,NotDNA,IsRNA
78,50,40,34,0,44,65,0,52,40,44,62,5,25,30,20,9,48,25,0,41,19,33,408,RNA,NotDNA,IsRNA
12,13,3,5,0,8,9,0,9,5,11,9,1,4,1,4,1,2,7,0,6,2,3,409,RNA,NotDNA,IsRNA
13,14,8,23,0,15,39,0,21,7,23,22,1,4,2,1,0,12,5,0,19,5,7,410,RNA,NotDNA,IsRNA
24,26,12,24,0,32,19,0,12,22,21,24,11,18,9,4,5,20,21,0,16,8,15,411,RNA,NotDNA,IsRNA
20,6,9,14,0,5,24,0,15,9,20,20,0,5,2,7,0,13,9,0,28,2,4,412,RNA,NotDNA,IsRNA
12,16,2,10,0,3,12,0,5,7,14,14,1,1,3,3,7,2,4,0,9,3,4,413,RNA,NotDNA,IsRNA
23,27,9,14,0,3,9,0,22,7,19,16,2,6,8,5,1,8,7,0,6,5,6,414,RNA,NotDNA,IsRNA
16,28,5,24,0,10,32,0,9,19,29,39,0,10,3,10,2,11,8,0,14,4,10,415,RNA,NotDNA,IsRNA
28,30,10,11,0,18,17,0,11,22,23,19,4,17,12,11,4,18,24,0,17,8,13,416,RNA,NotDNA,IsRNA
9,10,3,13,0,7,9,0,19,7,10,10,0,4,5,4,0,5,3,0,4,1,7,417,RNA,NotDNA,IsRNA
14,16,8,10,0,8,10,0,15,7,9,5,0,5,6,8,0,6,2,0,4,5,7,418,RNA,NotDNA,IsRNA
10,11,9,13,0,10,3,0,10,9,14,8,1,6,3,4,4,9,8,0,4,5,4,419,RNA,NotDNA,IsRNA
7,13,7,6,0,7,9,0,10,12,10,6,1,2,0,3,2,12,2,0,5,3,2,420,RNA,NotDNA,IsRNA
10,6,6,10,0,6,1,0,13,2,6,7,4,2,1,3,0,4,2,0,2,4,6,421,RNA,NotDNA,IsRNA
13,15,15,14,0,9,7,0,12,6,16,14,1,5,5,4,0,12,4,0,8,6,8,422,RNA,NotDNA,IsRNA
15,18,14,8,0,8,9,0,12,11,11,6,3,2,3,4,2,9,6,0,6,7,7,423,RNA,NotDNA,IsRNA
15,10,7,13,0,4,4,0,17,8,6,5,5,6,3,4,2,1,8,0,5,4,1,424,RNA,NotDNA,IsRNA
33,22,27,29,0,8,15,0,30,14,15,18,1,12,13,4,3,13,10,0,15,2,12,425,RNA,NotDNA,IsRNA
13,22,4,2,0,6,8,0,11,5,8,13,0,2,4,1,1,6,1,0,2,0,11,426,RNA,NotDNA,IsRNA
2,4,1,5,0,4,2,0,8,3,2,2,1,4,2,1,4,1,4,0,1,3,2,427,RNA,NotDNA,IsRNA
3,11,1,13,0,5,5,0,8,4,6,9,0,5,0,1,1,3,3,0,3,3,1,428,RNA,NotDNA,IsRNA
4,6,4,14,0,4,3,0,10,2,10,11,0,4,0,1,0,3,3,0,3,3,3,429,RNA,NotDNA,IsRNA
7,7,2,13,0,2,2,0,12,1,10,5,0,4,2,2,0,3,3,0,4,2,4,430,RNA,NotDNA,IsRNA
4,12,1,15,0,5,3,0,5,4,9,9,0,5,1,2,0,3,4,0,4,2,3,431,RNA,NotDNA,IsRNA
9,7,2,11,0,5,6,0,16,6,14,22,0,2,2,1,0,5,5,0,6,5,3,432,RNA,NotDNA,IsRNA
