,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,TYPE
239,95,0,12,63,55,27,70,31,26,0,24,124,16,20,0,69,33,66,50,57,0,66,21,0,19,0,DNA
240,14,0,0,3,7,2,7,3,7,0,20,6,3,3,0,6,3,8,13,8,0,8,0,0,5,0,DNA
241,12,0,0,3,7,2,7,3,7,0,21,6,3,3,0,6,3,7,14,9,0,8,0,0,5,0,DNA
242,12,0,0,3,7,2,7,3,8,0,20,6,3,3,0,6,3,8,15,8,0,7,0,0,5,0,DNA
243,11,0,0,3,7,2,7,3,7,0,19,6,3,3,0,6,3,9,15,9,0,8,0,0,5,0,DNA
244,10,0,0,2,8,3,6,3,9,0,20,6,3,1,0,3,3,8,18,10,0,9,0,0,5,0,DNA
245,34,0,2,12,27,17,22,3,13,0,6,33,8,17,0,20,15,31,21,16,0,27,5,0,10,0,DNA
246,6,0,1,7,14,5,5,0,10,0,7,10,7,9,0,3,9,6,9,4,0,10,0,0,5,0,DNA
247,3,0,0,11,9,2,7,0,6,0,19,7,5,2,0,6,7,8,21,2,0,8,2,0,2,0,DNA
248,6,0,0,6,9,7,4,3,5,0,12,9,5,7,0,4,3,11,7,8,0,8,4,0,7,0,DNA
249,27,0,10,27,37,13,16,9,13,0,25,37,4,18,0,35,24,26,63,17,0,24,2,0,12,0,DNA
250,42,0,9,12,21,18,27,17,7,0,20,47,11,13,0,48,18,27,40,19,0,22,9,0,4,0,DNA
251,14,0,0,3,6,2,5,3,9,0,21,6,3,4,0,4,3,7,12,10,0,6,0,0,5,0,DNA
252,17,0,3,19,15,10,13,5,19,0,29,33,8,21,0,13,11,33,30,13,0,20,6,0,11,0,DNA
253,42,0,11,36,39,10,54,11,27,0,54,43,6,24,0,27,23,24,37,33,0,37,4,0,5,0,DNA
254,35,0,19,15,25,17,43,21,5,0,28,33,4,2,0,28,16,31,53,17,0,17,2,0,12,0,DNA
255,33,0,13,24,33,19,37,9,21,0,32,38,15,22,0,33,25,30,47,35,0,35,6,0,19,0,DNA
256,53,0,13,41,96,28,96,25,99,0,94,87,26,40,0,57,66,56,41,54,0,58,32,0,39,0,DNA
257,68,0,21,38,49,19,61,35,26,0,32,82,9,25,0,133,38,47,113,56,0,55,6,0,30,0,DNA
258,21,0,0,15,29,9,13,0,12,0,10,25,3,7,0,7,6,23,9,8,0,32,1,0,4,0,DNA
259,16,0,4,19,28,7,13,7,20,0,28,19,10,18,0,32,12,19,36,22,0,24,8,0,7,0,DNA
260,23,0,4,21,36,4,20,8,24,0,16,38,5,9,0,16,10,23,17,19,0,30,1,0,5,0,DNA
261,24,0,2,18,15,6,7,1,15,0,19,14,5,9,0,26,8,13,41,11,0,23,2,0,3,0,DNA
262,9,0,0,3,9,4,3,0,3,0,4,6,1,6,0,1,1,6,5,5,0,6,0,0,1,0,DNA
263,69,0,33,55,63,34,66,36,22,0,90,77,22,46,0,90,47,48,104,62,0,54,3,0,27,0,DNA
264,18,0,8,16,25,23,15,4,30,0,31,53,10,33,0,12,9,26,39,18,0,17,5,0,7,0,DNA
265,8,0,1,1,4,2,4,0,4,0,8,8,3,1,0,2,6,6,2,6,0,3,1,0,1,0,DNA
266,10,0,1,11,12,9,6,6,17,0,18,16,2,9,0,4,12,12,12,11,0,16,0,0,6,0,DNA
267,16,0,6,26,31,23,18,10,29,0,31,31,11,21,0,14,13,21,31,21,0,22,7,0,18,0,DNA
268,16,0,0,16,11,5,15,2,15,0,12,16,5,3,0,0,10,20,11,12,0,14,0,0,2,0,DNA
269,39,0,3,18,15,14,31,12,12,0,9,34,13,15,0,54,19,32,58,33,0,22,3,0,15,0,DNA
270,18,0,0,13,23,5,19,2,24,0,18,19,4,5,0,12,2,14,11,7,0,20,4,0,9,0,DNA
271,31,0,6,20,23,13,23,9,22,0,20,38,10,8,0,17,13,32,16,17,0,24,4,0,5,0,DNA
272,57,0,2,49,57,30,32,11,35,0,49,55,16,35,0,22,22,42,41,21,0,32,10,0,22,0,DNA
273,19,0,2,21,14,11,27,8,12,0,11,24,7,8,0,15,9,20,23,11,0,25,2,0,9,0,DNA
274,15,0,0,15,9,5,15,1,14,0,14,14,8,6,0,0,10,17,14,8,0,15,1,0,2,0,DNA
275,67,0,12,40,44,22,37,17,36,0,38,62,8,18,0,40,33,51,31,28,0,45,8,0,16,0,DNA
276,81,0,2,49,90,33,45,17,48,0,63,100,22,25,0,38,38,55,35,41,0,63,5,0,28,0,DNA
277,35,0,13,28,26,13,28,12,27,0,25,52,16,17,0,30,24,29,37,20,0,26,3,0,13,0,DNA
278,5,0,1,4,11,1,8,4,6,0,7,5,5,2,0,6,5,8,6,5,0,8,2,0,9,0,DNA
279,58,0,1,31,57,14,51,12,17,0,32,79,9,8,0,32,15,51,20,21,0,42,7,0,18,0,DNA
280,12,0,0,4,10,2,3,5,4,0,2,16,3,3,0,4,10,12,8,4,0,5,0,0,1,0,DNA
281,39,0,12,21,22,15,40,21,6,0,18,43,8,12,0,62,14,31,56,30,0,17,4,0,12,0,DNA
282,14,0,0,18,13,3,5,8,10,0,7,28,4,4,0,8,4,11,12,10,0,9,3,0,6,0,DNA
283,7,0,3,17,25,10,13,10,25,0,25,31,7,21,0,8,3,15,30,7,0,23,4,0,5,0,DNA
284,9,0,0,11,16,9,9,4,10,0,18,25,6,1,0,5,8,7,17,11,0,4,3,0,9,0,DNA
285,94,0,1,36,46,20,75,18,16,0,23,91,16,18,0,36,28,50,27,44,0,56,6,0,14,0,DNA
286,18,0,0,3,8,2,4,2,8,0,20,6,2,3,0,5,4,6,18,12,0,5,0,0,5,0,DNA
287,27,0,2,5,22,9,15,6,9,0,14,27,12,22,0,25,19,14,23,17,0,13,0,0,6,0,DNA
288,32,0,8,26,51,19,16,16,22,0,43,47,8,21,0,40,15,38,47,26,0,25,4,0,17,0,DNA
289,26,0,5,16,22,11,27,20,16,0,19,34,13,27,0,36,17,15,55,27,0,23,8,0,15,0,DNA
290,40,0,3,8,20,7,19,15,6,0,15,30,4,14,0,21,16,21,35,14,0,7,4,0,8,0,DNA
291,101,0,6,23,27,12,247,7,9,0,13,15,5,7,0,41,12,50,29,12,0,17,3,0,5,0,DNA
292,68,0,2,48,57,17,50,17,43,0,44,86,30,25,0,42,27,53,46,32,0,44,6,0,15,0,DNA
293,14,0,0,15,14,3,4,6,6,0,11,11,3,7,0,5,13,14,22,5,0,3,0,0,4,0,DNA
294,17,0,3,22,42,11,18,26,23,0,19,46,16,23,0,46,23,42,43,23,0,21,8,0,13,0,DNA
295,26,0,7,21,21,22,56,5,12,0,21,22,17,26,0,18,24,19,41,15,0,27,6,0,8,0,DNA
296,19,0,0,22,24,11,6,4,9,0,23,27,5,13,0,20,8,13,31,20,0,21,1,0,4,0,DNA
297,86,0,20,90,90,64,53,45,110,0,109,142,29,89,0,94,67,96,91,116,0,78,11,0,67,0,DNA
298,3,0,1,5,7,7,6,2,7,0,13,9,1,9,0,3,2,10,7,3,0,9,1,0,3,0,DNA
299,61,0,0,32,30,19,63,13,17,0,52,27,10,35,0,32,22,30,46,29,0,45,8,0,5,0,DNA
300,59,0,0,45,28,14,63,11,23,0,47,25,8,37,0,34,22,30,53,24,0,46,7,0,6,0,DNA
301,19,0,0,3,5,1,14,3,7,0,11,17,1,8,0,5,6,10,8,5,0,6,0,0,3,0,DNA
302,19,0,0,3,5,1,14,3,7,0,11,17,1,8,0,5,6,10,8,5,0,6,0,0,3,0,DNA
303,90,0,5,47,31,30,50,19,19,0,25,48,26,49,0,85,61,55,120,59,0,37,8,0,12,0,DNA
304,7,0,0,3,4,2,17,2,6,0,11,8,2,2,0,1,2,14,2,7,0,9,0,0,4,0,DNA
305,18,0,0,3,6,1,13,3,6,0,14,16,1,6,0,5,5,12,5,4,0,8,0,0,3,0,DNA
306,16,0,0,2,7,1,14,4,6,0,13,16,1,6,0,5,5,13,5,5,0,8,0,0,3,0,DNA
307,16,0,0,2,7,1,14,2,5,0,13,16,1,6,0,5,5,12,7,6,0,9,0,0,3,0,DNA
308,19,0,6,14,24,23,12,9,21,0,25,43,9,16,0,14,15,25,36,16,0,19,5,0,9,0,DNA
309,64,0,19,107,145,69,68,42,154,0,152,208,41,151,0,89,77,79,186,96,0,111,13,0,45,0,DNA
310,24,0,1,14,33,11,8,3,12,0,29,33,6,9,0,10,6,13,6,10,0,23,4,0,9,0,DNA
311,12,0,5,10,21,6,7,6,17,0,25,16,6,6,0,12,8,6,21,14,0,6,4,0,5,0,DNA
312,32,0,17,44,39,28,33,12,42,0,67,62,10,27,0,20,23,24,59,32,0,34,8,0,19,0,DNA
313,48,0,0,43,49,24,61,11,36,0,56,58,16,35,0,18,16,32,29,47,0,43,5,0,20,0,DNA
314,23,0,1,21,27,12,17,4,23,0,29,32,7,14,0,11,19,24,30,16,0,19,1,0,3,0,DNA
315,11,0,1,15,15,10,17,2,22,0,18,24,4,16,0,5,6,13,11,10,0,14,1,0,9,0,DNA
316,19,0,3,14,17,12,12,2,19,0,32,28,9,13,0,5,9,7,21,14,0,15,0,0,7,0,DNA
317,10,0,0,5,15,1,8,2,5,0,19,14,2,3,0,4,4,7,6,9,0,4,3,0,3,0,DNA
318,53,0,7,20,15,6,42,20,26,0,26,42,11,16,0,29,115,14,49,46,0,38,1,0,5,0,DNA
319,50,0,3,24,31,21,23,9,23,0,23,48,8,29,0,21,23,36,24,25,0,30,5,0,11,0,DNA
320,35,0,4,14,26,10,24,19,28,0,27,41,14,19,0,25,13,36,27,17,0,20,8,0,13,0,DNA
321,24,0,16,40,27,26,34,19,40,0,39,75,12,26,0,29,33,21,54,42,0,46,7,0,24,0,DNA
322,7,0,0,3,8,4,8,0,4,0,1,11,4,4,0,4,2,8,3,6,0,13,3,0,1,0,DNA
323,25,0,3,15,19,11,20,3,7,0,17,18,5,8,0,16,4,20,35,12,0,20,4,0,6,0,DNA
324,13,0,2,23,38,6,13,1,18,0,22,18,2,36,0,6,11,7,17,25,0,20,4,0,4,0,DNA
325,23,0,1,16,28,10,14,10,18,0,14,31,17,4,0,19,14,24,14,14,0,10,6,0,12,0,DNA
326,63,0,1,59,68,30,41,11,67,0,60,70,18,40,0,25,27,51,50,47,0,62,4,0,29,0,DNA
327,34,0,4,22,16,8,22,7,17,0,13,36,12,18,0,9,12,35,24,16,0,24,7,0,7,0,DNA
328,18,0,5,20,38,23,26,14,29,0,51,28,11,28,0,13,12,12,43,28,0,28,3,0,15,0,DNA
329,15,0,7,15,26,7,20,17,16,0,33,32,10,11,0,18,22,20,28,10,0,34,7,0,8,0,DNA
330,29,0,40,29,77,28,77,43,22,0,63,57,12,27,0,47,48,90,68,48,0,41,16,0,32,0,DNA
331,56,0,4,18,24,10,39,8,10,0,2,41,4,0,0,30,12,45,32,23,0,33,4,0,10,0,DNA
332,38,0,8,24,33,25,44,8,16,0,27,55,6,15,0,45,24,32,40,24,0,41,8,0,9,0,DNA
333,104,0,3,38,46,14,58,25,16,0,15,99,10,19,0,55,18,54,23,35,0,48,10,0,15,0,DNA
334,3,0,0,4,11,5,5,6,7,0,9,12,5,7,0,5,6,10,13,8,0,2,2,0,7,0,DNA
335,17,0,0,3,8,2,4,2,8,0,19,6,2,3,0,5,4,6,19,11,0,7,0,0,5,0,DNA
336,36,0,0,15,11,6,9,2,7,0,8,20,9,7,0,7,7,21,19,11,0,18,2,0,5,0,DNA
337,18,0,3,27,46,8,19,7,16,0,46,35,10,28,0,12,18,26,22,19,0,22,3,0,15,0,DNA
338,20,0,15,14,29,15,24,15,19,0,19,37,10,25,0,36,20,22,33,23,0,27,9,0,13,0,DNA
339,12,0,7,18,16,27,25,6,41,0,45,54,7,36,0,12,8,15,41,20,0,26,5,0,12,0,DNA
340,40,0,3,13,22,11,34,6,22,0,48,36,5,15,0,18,7,12,31,17,0,24,1,0,7,0,DNA
341,24,0,3,7,27,6,25,3,8,0,12,8,7,9,0,13,16,7,21,6,0,9,1,0,7,0,DNA
342,44,0,1,33,22,22,16,13,23,0,52,44,2,25,0,9,27,21,46,33,0,35,3,0,24,0,DNA
343,13,0,9,10,15,8,8,4,5,0,17,21,12,27,0,24,30,6,42,21,0,13,11,0,9,0,DNA
344,10,0,4,9,18,11,17,3,22,0,18,21,8,11,0,7,5,11,14,16,0,12,1,0,14,0,DNA
345,27,0,7,23,30,16,25,6,28,0,30,39,8,32,0,21,26,20,48,29,0,22,3,0,6,0,DNA
346,18,0,3,8,10,12,11,2,17,0,20,16,6,7,0,11,7,10,13,8,0,14,0,0,7,0,DNA
347,20,0,0,9,20,12,18,8,10,0,14,24,1,9,0,24,10,13,11,12,0,18,5,0,9,0,DNA
348,27,0,5,28,28,25,27,9,40,0,42,29,7,19,0,16,10,16,22,32,0,32,6,0,19,0,DNA
349,29,0,2,6,12,6,17,12,6,0,14,16,6,11,0,31,18,12,44,15,0,10,3,0,19,0,DNA
350,7,0,0,3,10,3,8,4,5,0,8,7,3,2,0,5,3,8,5,6,0,4,0,0,3,0,DNA
351,26,0,6,17,40,15,17,14,9,0,22,30,11,15,0,35,12,16,37,15,0,9,2,0,9,0,DNA
352,6,0,4,2,6,3,8,7,8,0,4,7,3,3,0,4,7,6,10,5,0,10,1,0,0,0,DNA
353,21,0,0,15,17,8,15,7,14,0,6,31,4,5,0,10,9,22,8,11,0,16,2,0,4,0,DNA
354,27,0,19,29,36,19,24,17,23,0,37,43,13,12,0,21,19,26,28,25,0,26,6,0,11,0,DNA
355,31,0,5,22,37,16,22,5,8,0,18,35,6,5,0,25,13,31,13,15,0,38,8,0,13,0,DNA
356,22,0,12,17,25,20,22,21,16,0,25,36,12,26,0,48,21,18,52,19,0,31,8,0,14,0,DNA
357,36,0,0,9,30,6,32,6,6,0,8,46,4,0,0,23,4,29,7,11,0,16,5,0,7,0,DNA
358,10,0,3,8,9,5,22,5,10,0,13,10,2,15,0,25,8,9,21,19,0,12,1,0,4,0,DNA
359,10,0,0,16,5,5,9,2,18,0,18,20,1,8,0,9,9,9,9,7,0,5,0,0,10,0,DNA
360,24,0,7,18,30,12,36,14,20,0,21,33,11,14,0,48,26,34,52,36,0,23,4,0,16,0,DNA
361,15,0,2,18,19,10,10,9,23,0,31,32,5,20,0,10,9,13,16,22,0,16,4,0,9,0,DNA
362,110,0,3,32,33,13,57,63,12,0,20,57,7,32,0,53,31,39,84,37,0,21,6,0,13,0,DNA
363,6,0,4,7,8,6,9,1,1,0,9,10,2,1,0,2,3,5,3,3,0,6,2,0,1,0,DNA
364,62,0,6,19,28,16,46,27,24,0,12,30,17,30,0,56,29,33,87,35,0,31,4,0,21,0,DNA
365,35,0,4,18,15,9,25,4,22,0,14,29,4,4,0,22,10,23,15,13,0,26,4,0,9,0,DNA
366,10,0,3,8,10,5,7,0,8,0,14,18,2,6,0,3,6,7,6,10,0,4,1,0,7,0,DNA
367,10,0,2,6,9,2,8,5,9,0,10,16,5,4,0,6,9,6,5,5,0,12,3,0,8,0,DNA
368,37,0,3,18,44,6,41,11,10,0,65,23,7,3,0,56,14,34,52,25,0,31,1,0,5,0,DNA
369,20,0,8,23,37,12,25,9,11,0,32,35,11,14,0,13,13,27,12,10,0,23,3,0,10,0,DNA
370,17,0,1,19,22,12,10,4,35,0,37,32,2,18,0,8,11,18,27,16,0,11,0,0,9,0,DNA
371,51,0,3,39,72,22,37,14,53,0,32,63,13,17,0,26,26,60,23,37,0,44,0,0,26,0,DNA
372,23,0,3,11,23,14,14,6,23,0,15,27,9,13,0,11,14,16,18,13,0,11,4,0,11,0,DNA
373,22,0,1,9,18,10,18,9,18,0,7,26,3,13,0,10,9,18,12,14,0,10,4,0,8,0,DNA
374,73,0,6,45,54,22,43,22,31,0,31,65,17,38,0,47,32,46,45,41,0,36,3,0,18,0,DNA
375,4,0,0,5,7,2,5,0,1,0,14,3,3,1,0,1,0,4,3,3,0,7,1,0,2,0,DNA
376,54,0,4,25,21,12,45,10,9,0,29,30,8,10,0,37,6,17,83,13,0,14,4,0,9,0,DNA
377,8,0,0,9,12,3,4,3,15,0,19,16,4,7,0,1,7,8,13,8,0,10,0,0,4,0,DNA
378,10,0,1,13,15,4,8,7,10,0,5,9,3,1,0,5,4,17,10,6,0,11,0,0,4,0,DNA
379,42,0,18,68,54,46,39,20,70,0,60,106,22,95,0,32,42,33,94,56,0,37,8,0,37,0,DNA
380,31,0,7,11,18,9,25,5,6,0,12,27,8,4,0,26,18,30,20,12,0,18,3,0,8,0,DNA
381,10,0,0,4,10,3,3,0,2,0,15,5,2,5,0,7,3,7,3,6,0,3,1,0,4,0,DNA
382,14,0,4,14,25,28,34,4,31,0,46,46,11,20,0,17,15,14,45,19,0,23,7,0,15,0,DNA
383,44,0,25,49,55,20,56,17,21,0,58,59,13,32,0,44,35,58,60,39,0,56,13,0,28,0,DNA
384,45,0,27,56,61,21,61,15,21,0,51,55,16,32,0,40,33,68,59,36,0,55,14,0,27,0,DNA
385,34,0,4,57,63,40,35,8,84,0,78,89,16,48,0,24,13,38,55,32,0,42,9,0,33,0,DNA
386,9,0,1,22,16,11,22,3,23,0,18,31,9,17,0,21,14,16,19,14,0,16,3,0,14,0,DNA
387,26,0,1,9,12,2,35,11,4,0,17,20,25,15,0,26,18,17,36,14,0,12,3,0,14,0,DNA
388,31,0,1,9,10,7,26,4,4,0,14,17,4,4,0,49,13,14,19,12,0,11,4,0,12,0,DNA
389,40,0,2,8,10,3,26,14,4,0,13,24,4,11,0,43,25,16,25,10,0,17,4,0,14,0,DNA
390,39,0,23,34,61,39,34,18,36,0,59,62,9,35,0,52,26,32,90,41,0,19,8,0,22,0,DNA
391,16,0,2,5,9,4,14,2,9,0,16,14,2,2,0,9,8,15,7,5,0,13,0,0,8,0,RNA
392,32,0,7,32,32,18,38,11,24,0,37,49,15,15,0,38,16,24,41,32,0,24,11,0,14,0,RNA
393,16,0,4,8,4,7,17,3,13,0,16,12,2,3,0,11,4,10,10,15,0,16,2,0,6,0,RNA
394,20,0,3,5,24,5,20,6,4,0,21,35,4,9,0,14,8,28,12,12,0,28,5,0,5,0,RNA
395,19,0,3,10,16,11,8,7,7,0,25,35,4,8,0,12,12,26,15,9,0,12,7,0,4,0,RNA
396,17,0,3,6,12,5,13,9,15,0,18,22,5,5,0,13,10,17,13,5,0,11,3,0,10,0,RNA
397,42,0,7,19,23,12,42,9,18,0,33,32,9,12,0,20,18,43,25,24,0,23,9,0,10,0,RNA
398,24,0,0,4,16,10,15,4,21,0,29,20,2,14,0,11,12,15,12,9,0,14,2,0,10,0,RNA
399,9,0,0,5,6,5,10,1,8,0,16,4,1,6,0,3,3,6,5,3,0,13,0,0,0,0,RNA
400,18,0,0,10,13,8,9,1,18,0,26,12,6,5,0,5,7,15,5,13,0,16,2,0,9,0,RNA
401,16,0,1,3,7,2,10,1,0,0,7,16,3,2,0,9,13,11,7,4,0,5,4,0,2,0,RNA
402,26,0,2,17,22,12,17,5,5,0,17,42,5,10,0,12,15,21,16,12,0,12,7,0,4,0,RNA
403,5,0,0,0,0,1,0,0,4,0,8,2,3,6,0,2,4,9,1,3,0,0,2,0,1,0,RNA
404,20,0,4,4,1,7,6,5,5,0,19,22,3,7,0,9,5,20,16,12,0,12,4,0,7,0,RNA
405,16,0,3,7,14,9,16,8,11,0,14,38,8,6,0,28,19,18,9,12,0,20,0,0,6,0,RNA
406,17,0,5,22,26,8,11,7,7,0,17,12,7,5,0,22,10,31,30,11,0,10,6,0,6,0,RNA
407,24,0,4,29,35,24,37,7,28,0,37,43,9,18,0,10,19,18,27,22,0,30,2,0,14,0,RNA
408,62,0,9,41,65,25,34,19,40,0,50,78,20,25,0,40,33,52,44,48,0,44,5,0,30,0,RNA
409,9,0,1,6,9,4,5,2,5,0,13,12,4,7,0,3,3,9,8,2,0,11,1,0,1,0,RNA
410,22,0,0,19,39,4,23,5,7,0,14,13,1,5,0,8,7,21,15,12,0,23,1,0,2,0,RNA
411,24,0,5,16,19,18,24,8,22,0,26,24,4,21,0,12,15,12,32,20,0,21,11,0,9,0,RNA
412,20,0,0,28,24,5,14,2,9,0,6,20,7,9,0,9,4,15,5,13,0,20,0,0,2,0,RNA
413,14,0,7,9,12,1,10,3,7,0,16,12,3,4,0,2,4,5,3,2,0,14,1,0,3,0,RNA
414,16,0,1,6,9,6,14,5,7,0,27,23,5,7,0,9,6,22,3,8,0,19,2,0,8,0,RNA
415,39,0,2,14,32,10,24,4,19,0,28,16,10,8,0,5,10,9,10,11,0,29,0,0,3,0,RNA
416,19,0,4,17,17,17,11,8,22,0,30,28,11,24,0,10,13,11,18,18,0,23,4,0,12,0,RNA
417,10,0,0,4,9,4,13,1,7,0,10,9,4,3,0,3,7,19,7,5,0,10,0,0,5,0,RNA
418,5,0,0,4,10,5,10,5,7,0,16,14,8,2,0,8,7,15,8,6,0,9,0,0,6,0,RNA
419,8,0,4,4,3,6,13,5,9,0,11,10,4,8,0,9,4,10,10,9,0,14,1,0,3,0,RNA
420,6,0,2,5,9,2,6,3,12,0,13,7,3,2,0,7,2,10,7,12,0,10,1,0,0,0,RNA
421,7,0,0,2,1,2,10,4,2,0,6,10,3,2,0,6,6,13,6,4,0,6,4,0,1,0,RNA
422,14,0,0,8,7,5,14,6,6,0,15,13,4,4,0,15,8,12,9,12,0,16,1,0,5,0,RNA
423,6,0,2,6,9,2,8,7,11,0,18,15,4,6,0,14,7,12,8,9,0,11,3,0,3,0,RNA
424,5,0,2,5,4,6,13,4,8,0,10,15,4,8,0,7,1,17,4,1,0,6,5,0,3,0,RNA
425,18,0,3,15,15,12,29,2,14,0,22,33,4,10,0,27,12,30,8,13,0,15,1,0,13,0,RNA
426,13,0,1,2,8,2,2,0,5,0,22,13,1,1,0,4,11,11,6,6,0,8,0,0,4,0,RNA
427,2,0,4,1,2,4,5,3,3,0,4,2,1,4,0,1,2,8,4,1,0,2,1,0,2,0,RNA
428,9,0,1,3,5,5,13,3,4,0,11,3,1,3,0,1,1,8,5,3,0,6,0,0,0,0,RNA
429,11,0,0,3,3,4,14,3,2,0,6,4,1,3,0,4,3,10,4,3,0,10,0,0,0,0,RNA
430,5,0,0,4,2,4,13,2,1,0,7,7,2,3,0,2,4,12,2,3,0,10,0,0,2,0,RNA
431,9,0,0,4,3,5,15,2,4,0,12,4,2,4,0,1,3,5,5,3,0,9,0,0,1,0,RNA
432,22,0,0,6,6,2,11,5,6,0,7,9,1,5,0,2,3,16,5,5,0,14,0,0,2,0,RNA
433,23,0,0,3,24,6,20,1,20,0,14,20,4,8,0,9,6,20,4,5,0,15,0,0,8,0,RNA
434,32,0,0,6,14,8,8,4,10,0,20,11,1,9,0,9,9,26,6,8,0,14,1,0,3,0,RNA
435,4,0,0,2,3,2,3,1,2,0,10,2,2,2,0,2,1,4,2,5,0,5,0,0,3,0,RNA
436,19,0,10,19,29,14,20,7,29,0,18,23,8,12,0,10,10,15,21,14,0,22,1,0,4,0,RNA
437,11,0,1,6,20,2,15,2,10,0,18,10,6,4,0,9,4,3,2,12,0,22,0,0,4,0,RNA
438,28,0,1,24,37,12,39,12,21,0,20,27,12,11,0,23,9,27,7,31,0,52,2,0,11,0,RNA
439,3,0,0,1,4,2,3,2,4,0,12,3,1,1,0,2,1,3,2,5,0,4,0,0,2,0,RNA
440,1,0,4,1,3,1,5,3,4,0,10,3,1,3,0,2,1,7,4,4,0,6,0,0,3,0,RNA
441,13,0,0,1,6,2,8,2,7,0,20,8,1,1,0,1,6,11,3,5,0,8,0,0,1,0,RNA
442,6,0,0,3,5,3,7,5,5,0,4,7,2,7,0,4,9,4,14,5,0,9,0,0,3,0,RNA
443,5,0,3,3,7,2,4,1,6,0,6,5,6,5,0,2,3,15,1,4,0,3,1,0,5,0,RNA
444,6,0,4,1,3,0,2,4,1,0,8,3,2,0,0,9,0,5,2,3,0,5,0,0,2,0,RNA
445,25,0,0,15,14,10,22,1,10,0,30,9,6,9,0,9,5,7,6,16,0,31,1,0,6,0,RNA
446,18,0,1,4,10,5,10,1,13,0,19,8,6,4,0,10,4,3,6,8,0,10,0,0,1,0,RNA
447,20,0,1,6,10,4,11,0,10,0,13,6,6,6,0,10,3,7,5,7,0,15,0,0,1,0,RNA
448,3,0,0,1,5,0,3,1,4,0,7,5,1,3,0,2,3,4,3,6,0,8,0,0,0,0,RNA
449,4,0,4,1,4,2,5,1,7,0,6,5,2,1,0,5,1,4,2,3,0,6,0,0,0,0,RNA
450,18,0,1,4,18,1,6,1,11,0,15,8,3,1,0,8,2,4,3,4,0,12,0,0,3,0,RNA
451,18,0,1,4,18,1,6,1,11,0,14,8,3,1,0,8,2,5,3,4,0,12,0,0,3,0,RNA
452,15,0,1,9,4,7,14,4,15,0,8,15,6,19,0,4,12,13,13,18,0,13,2,0,4,0,RNA
453,12,0,1,5,5,3,5,1,4,0,11,8,3,3,0,4,4,14,8,2,0,5,2,0,1,0,RNA
454,2,0,0,2,2,1,2,3,5,0,15,2,1,9,0,3,1,7,7,2,0,2,0,0,0,0,RNA
455,12,0,6,25,31,14,14,1,28,0,41,37,6,27,0,15,14,18,26,27,0,21,6,0,22,0,RNA
456,30,0,0,9,26,1,17,5,11,0,6,21,1,9,0,12,9,10,7,19,0,21,0,0,1,0,RNA
457,4,0,0,0,2,1,5,1,0,0,11,4,2,3,0,5,2,7,3,4,0,7,0,0,2,0,RNA
458,64,0,2,31,65,14,47,8,37,0,37,49,15,10,0,23,32,42,12,21,0,50,2,0,10,0,RNA
459,5,0,0,2,8,5,4,2,6,0,7,9,3,6,0,2,6,3,9,5,0,6,0,0,4,0,RNA
460,19,0,1,1,6,4,14,6,2,0,13,16,3,5,0,9,3,8,7,8,0,16,1,0,6,0,RNA
461,31,0,5,7,9,5,29,7,16,0,17,26,10,15,0,21,11,31,19,15,0,21,5,0,5,0,RNA
462,33,0,1,6,15,6,9,1,5,0,12,15,6,3,0,5,3,12,6,9,0,15,0,0,3,0,RNA
463,17,0,4,2,17,7,8,5,5,0,6,13,4,8,0,10,6,20,14,8,0,18,5,0,3,0,RNA
464,28,0,4,7,9,3,30,7,17,0,18,29,9,14,0,20,10,29,21,16,0,25,5,0,5,0,RNA
465,13,0,1,4,0,5,6,3,7,0,21,14,3,7,0,6,5,11,27,12,0,11,0,0,3,0,RNA
466,8,0,3,1,1,4,6,4,2,0,10,15,3,3,0,8,2,11,5,4,0,8,1,0,4,0,RNA
467,26,0,0,7,12,1,9,7,7,0,23,16,1,8,0,2,7,28,9,6,0,14,2,0,4,0,RNA
468,35,0,1,10,13,7,13,3,10,0,36,20,3,13,0,15,9,12,11,14,0,21,2,0,8,0,RNA
469,20,0,0,9,5,3,3,4,11,0,30,11,2,6,0,12,3,11,4,7,0,10,0,0,5,0,RNA
470,15,0,3,7,9,4,17,3,8,0,12,9,4,3,0,7,5,15,9,10,0,10,0,0,1,0,RNA
471,19,0,0,6,5,2,5,1,7,0,22,11,3,7,0,6,3,7,6,10,0,14,0,0,8,0,RNA
472,8,0,0,2,5,2,9,0,7,0,12,13,2,4,0,2,4,3,10,7,0,9,0,0,6,0,RNA
473,10,0,4,8,14,8,19,3,15,0,16,13,3,6,0,5,7,17,7,7,0,9,1,0,6,0,RNA
474,40,0,7,22,24,14,28,11,14,0,20,50,12,14,0,22,27,31,27,21,0,36,4,0,9,0,RNA
475,18,0,0,1,5,0,6,2,5,0,19,14,3,3,0,2,5,12,8,2,0,1,0,0,0,0,RNA
476,14,0,3,13,8,6,12,5,14,0,13,18,5,15,0,12,10,22,20,16,0,16,1,0,6,0,RNA
477,22,0,3,9,7,8,13,1,19,0,23,22,6,7,0,22,4,7,24,13,0,13,0,0,1,0,RNA
478,19,0,1,12,20,12,27,8,17,0,35,14,3,11,0,19,18,21,9,19,0,17,4,0,10,0,RNA
